1.0, 1627978756.0, 2.0, 0.0
2.0, 1627978756.0, 7.0, 1.0
3.0, 1627978756.0, 3.0, 0.19
4.0, 1627978757.0, 4.0, 34.81
5.0, 1627978758.0, 3.0, 0.48
6.0, 1627978759.0, 4.0, 34.75
7.0, 1627978760.0, 3.0, 0.58
8.0, 1627978761.0, 4.0, 34.75
9.0, 1627978761.0, 2.0, 0.0
10.0, 1627978761.0, 7.0, 1.0
11.0, 1627978763.0, 3.0, 0.48
12.0, 1627978763.0, 4.0, 34.69
13.0, 1627978765.0, 3.0, 0.48
14.0, 1627978765.0, 4.0, 34.69
15.0, 1627978766.0, 2.0, 0.0
16.0, 1627978766.0, 7.0, 1.0
17.0, 1627978767.0, 3.0, 0.1
18.0, 1627978767.0, 4.0, 34.69
19.0, 1627978769.0, 3.0, 0.58
20.0, 1627978769.0, 4.0, 34.75
21.0, 1627978771.0, 3.0, 0.38
22.0, 1627978771.0, 4.0, 34.75
23.0, 1627978771.0, 7.0, 1.0
30.0, 1627978771.0, 2.0, 0.0
24.0, 1627978773.0, 3.0, 0.48
25.0, 1627978773.0, 4.0, 34.81
33.0, 1627978774.0, 1.0, 0.0
31.0, 1627978775.0, 3.0, 0.38
32.0, 1627978775.0, 4.0, 34.81
26.0, 1627978776.0, 2.0, 0.0
27.0, 1627978776.0, 7.0, 1.0
28.0, 1627978777.0, 3.0, 0.38
29.0, 1627978777.0, 4.0, 34.81
34.0, 1627978779.0, 3.0, 0.38
35.0, 1627978779.0, 4.0, 34.88
36.0, 1627978781.0, 3.0, 0.38
37.0, 1627978781.0, 4.0, 34.88
38.0, 1627978781.0, 2.0, 0.0
39.0, 1627978781.0, 7.0, 1.0
40.0, 1627978783.0, 3.0, 0.58
41.0, 1627978783.0, 4.0, 34.94
42.0, 1627978785.0, 3.0, 0.38
43.0, 1627978785.0, 4.0, 34.94
44.0, 1627978786.0, 1.0, 1.0
45.0, 1627978786.0, 2.0, 0.0
46.0, 1627978786.0, 7.0, 1.0
47.0, 1627978787.0, 3.0, 1.44
48.0, 1627978787.0, 4.0, 34.94
49.0, 1627978788.0, 4.0, 35.0
50.0, 1627978789.0, 3.0, 1.82
51.0, 1627978789.0, 4.0, 35.0
52.0, 1627978791.0, 3.0, 1.54
53.0, 1627978791.0, 2.0, 0.0
54.0, 1627978791.0, 7.0, 1.0
55.0, 1627978791.0, 4.0, 35.0
56.0, 1627978793.0, 4.0, 35.06
57.0, 1627978793.0, 3.0, 2.11
58.0, 1627978793.0, 4.0, 35.06
59.0, 1627978795.0, 3.0, 3.46
60.0, 1627978795.0, 4.0, 35.06
61.0, 1627978796.0, 2.0, 1.0
62.0, 1627978796.0, 7.0, 1.0
63.0, 1627978797.0, 5.0, 1.0
64.0, 1627978797.0, 6.0, 0.184848
65.0, 1627978797.0, 3.0, 6.05
66.0, 1627978798.0, 4.0, 35.06
67.0, 1627978798.0, 4.0, 35.12
68.0, 1627978799.0, 3.0, 2.88
69.0, 1627978800.0, 4.0, 35.12
70.0, 1627978801.0, 2.0, 1.0
71.0, 1627978801.0, 7.0, 1.0
72.0, 1627978802.0, 3.0, 2.02
73.0, 1627978802.0, 4.0, 35.12
74.0, 1627978804.0, 4.0, 35.12
75.0, 1627978804.0, 3.0, 2.5
76.0, 1627978804.0, 4.0, 35.12
77.0, 1627978806.0, 3.0, 1.82
78.0, 1627978806.0, 4.0, 35.12
79.0, 1627978806.0, 2.0, 1.0
80.0, 1627978806.0, 7.0, 1.0
81.0, 1627978807.0, 5.0, 2.0
82.0, 1627978807.0, 6.0, 6.08643
83.0, 1627978808.0, 3.0, 12.1
84.0, 1627978808.0, 4.0, 35.12
85.0, 1627978809.0, 4.0, 35.06
86.0, 1627978810.0, 3.0, 2.21
87.0, 1627978810.0, 4.0, 35.06
88.0, 1627978811.0, 2.0, 1.0
89.0, 1627978811.0, 7.0, 1.0
90.0, 1627978812.0, 3.0, 4.9
91.0, 1627978812.0, 4.0, 35.06
92.0, 1627978814.0, 3.0, 3.55
93.0, 1627978814.0, 4.0, 34.88
94.0, 1627978815.0, 5.0, 3.0
95.0, 1627978815.0, 6.0, 7.0159
96.0, 1627978816.0, 3.0, 6.82
97.0, 1627978816.0, 4.0, 34.88
98.0, 1627978816.0, 2.0, 1.0
99.0, 1627978816.0, 7.0, 1.0
100.0, 1627978818.0, 3.0, 6.43
101.0, 1627978818.0, 4.0, 34.88
102.0, 1627978820.0, 3.0, 4.32
103.0, 1627978820.0, 4.0, 34.69
104.0, 1627978821.0, 2.0, 1.0
105.0, 1627978821.0, 7.0, 1.0
106.0, 1627978822.0, 3.0, 2.3
107.0, 1627978822.0, 4.0, 34.69
108.0, 1627978823.0, 5.0, 4.0
109.0, 1627978823.0, 6.0, 7.31083
110.0, 1627978824.0, 3.0, 6.82
111.0, 1627978824.0, 4.0, 34.56
112.0, 1627978826.0, 3.0, 6.24
113.0, 1627978826.0, 4.0, 34.56
114.0, 1627978826.0, 2.0, 1.0
115.0, 1627978826.0, 7.0, 1.0
116.0, 1627978828.0, 3.0, 3.94
117.0, 1627978828.0, 4.0, 34.56
118.0, 1627978830.0, 3.0, 6.62
119.0, 1627978830.0, 4.0, 34.38
120.0, 1627978831.0, 2.0, 1.0
121.0, 1627978831.0, 7.0, 1.0
122.0, 1627978832.0, 5.0, 5.0
123.0, 1627978832.0, 6.0, 7.11997
124.0, 1627978832.0, 3.0, 4.99
125.0, 1627978832.0, 4.0, 34.38
126.0, 1627978834.0, 3.0, 8.54
127.0, 1627978834.0, 4.0, 34.19
128.0, 1627978836.0, 2.0, 1.0
129.0, 1627978836.0, 7.0, 1.0
130.0, 1627978836.0, 3.0, 1.92
131.0, 1627978837.0, 4.0, 34.19
132.0, 1627978838.0, 3.0, 4.32
133.0, 1627978839.0, 4.0, 34.19
134.0, 1627978840.0, 5.0, 6.0
135.0, 1627978840.0, 6.0, 7.07798
136.0, 1627978840.0, 3.0, 1.06
137.0, 1627978841.0, 4.0, 34.0
138.0, 1627978841.0, 2.0, 1.0
139.0, 1627978841.0, 7.0, 1.0
140.0, 1627978843.0, 3.0, 4.9
141.0, 1627978843.0, 4.0, 34.0
142.0, 1627978845.0, 3.0, 1.54
143.0, 1627978845.0, 4.0, 33.88
144.0, 1627978846.0, 2.0, 0.0
145.0, 1627978846.0, 7.0, 1.0
146.0, 1627978847.0, 3.0, 3.17
147.0, 1627978847.0, 4.0, 33.88
148.0, 1627978849.0, 5.0, 7.0
149.0, 1627978849.0, 6.0, 7.24288
150.0, 1627978849.0, 3.0, 3.46
151.0, 1627978849.0, 4.0, 33.88
152.0, 1627978851.0, 3.0, 6.05
153.0, 1627978851.0, 4.0, 33.69
154.0, 1627978851.0, 2.0, 0.0
155.0, 1627978851.0, 7.0, 1.0
156.0, 1627978853.0, 3.0, 4.22
157.0, 1627978853.0, 4.0, 33.69
158.0, 1627978855.0, 3.0, 2.88
159.0, 1627978855.0, 4.0, 33.56
160.0, 1627978856.0, 2.0, 0.0
161.0, 1627978856.0, 7.0, 1.0
162.0, 1627978857.0, 3.0, 3.65
163.0, 1627978857.0, 4.0, 33.56
164.0, 1627978857.0, 5.0, 8.0
165.0, 1627978857.0, 6.0, 6.85636
166.0, 1627978858.0, 8.0, 19.88
167.0, 1627978859.0, 3.0, 30.43
